tweet_id,retweet_count,favorite_count,geo_data,lang_data
775350846108426240,3629,9588,None,en
775085132600442880,4376,14635,None,en
774757898236878852,1656,8142,None,en
774639387460112384,1616,6368,None,en
774314403806253056,5095,20564,None,en
773985732834758656,3589,10174,None,en
773922284943896577,1629,6064,None,en
773704687002451968,1498,6242,None,en
773670353721753600,1225,5060,None,en
773547596996571136,5700,20838,None,en
773336787167145985,4677,0,None,en
773308824254029826,6955,21999,None,en
773247561583001600,3008,8891,None,en
773191612633579521,3809,9401,None,en
772877495989305348,3581,8055,None,en
772826264096874500,2212,7574,None,en
772615324260794368,3122,0,None,en
772581559778025472,1588,6118,None,en
772193107915964416,1291,5686,None,en
772152991789019136,1054,3596,None,en
772117678702071809,688,3556,None,en
772114945936949249,440,2585,None,en
772102971039580160,866,3777,None,en
771908950375665664,1758,6195,None,en
771770456517009408,3143,11298,None,en
771500966810099713,2423,7782,None,en
771380798096281600,4677,9925,None,en
771171053431250945,6903,0,None,en
771136648247640064,2711,8618,None,en
771102124360998913,1337,5869,None,en
771014301343748096,1539,6492,None,en
770787852854652928,1105,4625,None,en
770772759874076672,1328,4894,None,en
770655142660169732,1670,6933,None,en
770414278348247044,1928,5952,None,en
770293558247038976,1357,5859,None,en
770093767776997377,2818,0,None,en
770069151037685760,2127,7153,None,en
769940425801170949,8843,29322,None,en
769695466921623552,1564,6050,None,en
769335591808995329,7134,0,None,en
769212283578875904,1601,5089,None,en
768970937022709760,6006,13417,None,en
768909767477751808,2444,0,None,en
768855141948723200,827,3940,None,en
768609597686943744,1099,3864,None,en
768596291618299904,1189,4739,None,en
768554158521745409,5390,0,None,en
768473857036525572,3163,12787,None,en
768193404517830656,3273,10205,None,en
767884188863397888,1266,4474,None,en
767754930266464257,4964,15001,None,en
767500508068192258,2152,7066,None,en
767191397493538821,3481,11552,None,en
767122157629476866,2652,9562,None,en
766793450729734144,1260,4755,None,en
766714921925144576,348,2466,None,en
766693177336135680,730,3801,None,en
766423258543644672,1458,5648,None,en
766313316352462849,1735,6349,None,en
766078092750233600,2424,0,None,en
766069199026450432,778,3954,None,en
766008592277377025,461,3544,None,en
765719909049503744,1997,6812,None,en
765669560888528897,1133,4860,None,en
765395769549590528,3119,25139,None,en
765371061932261376,2007,6686,None,en
765222098633691136,3122,10943,None,en
764857477905154048,1650,6091,None,en
764259802650378240,1395,5649,None,en
763956972077010945,50,734,None,en
763837565564780549,3822,11781,None,en
763183847194451968,1359,5066,None,en
763167063695355904,2756,0,None,en
763103485927849985,2125,6942,None,en
762699858130116608,3316,11377,None,en
762471784394268675,5926,10525,None,en
762464539388485633,3841,9659,None,en
762316489655476224,1030,4508,None,en
762035686371364864,14318,29852,None,en
761976711479193600,1831,5052,None,en
761750502866649088,3590,0,None,en
761745352076779520,794,4027,None,en
761672994376806400,26778,46326,None,in
761599872357261312,1102,3889,None,en
761371037149827077,16674,0,None,en
761334018830917632,1342,4838,None,en
761292947749015552,1001,4200,None,en
761227390836215808,1447,5010,None,en
761004547850530816,3217,10660,None,en
760893934457552897,890,3578,None,en
760656994973933572,1753,6187,None,en
760641137271070720,1190,4685,None,en
760539183865880579,3349,7086,None,en
760521673607086080,1288,3929,None,en
760290219849637889,10582,25113,None,en
760252756032651264,798,3714,None,en
760190180481531904,1655,5363,None,en
760153949710192640,28,0,None,en
759943073749200896,1934,5541,None,en
759846353224826880,1801,6299,None,en
759793422261743616,1764,5591,None,en
759557299618865152,1106,4408,None,en
759447681597108224,2277,7954,None,en
759446261539934208,454,1566,None,en
759197388317847553,1804,5706,None,en
759159934323924993,1068,0,None,en
759099523532779520,3829,13632,None,en
759047813560868866,1852,6082,None,en
758854675097526272,843,3331,None,en
758828659922702336,3559,10493,None,en
758740312047005698,1500,5386,None,en
758474966123810816,918,3565,None,en
758467244762497024,2031,4481,None,en
758405701903519748,1767,4884,None,en
758355060040593408,967,3162,None,en
758099635764359168,9165,17751,None,en
758041019896193024,339,2538,None,en
757741869644341248,3031,6433,None,en
757729163776290825,7216,0,None,en
757725642876129280,1114,4260,None,en
757611664640446465,1011,4298,None,en
757597904299253760,278,0,None,en
757596066325864448,959,4079,None,en
757400162377592832,6331,14161,None,en
757393109802180609,1580,5456,None,en
757354760399941633,1302,4218,None,en
756998049151549440,1836,5882,None,en
756939218950160384,1843,6230,None,en
756651752796094464,1193,4709,None,en
756526248105566208,3306,9727,None,en
756303284449767430,1006,3707,None,en
756288534030475264,16338,41243,None,en
756275833623502848,1408,5988,None,en
755955933503782912,2635,6836,None,en
755206590534418437,4916,15329,None,en
755110668769038337,10201,19776,None,en
754874841593970688,7254,0,None,en
754856583969079297,2312,6457,None,en
754747087846248448,478,2424,None,en
754482103782404096,1794,4942,None,en
754449512966619136,673,3512,None,en
754120377874386944,2164,7407,None,en
753655901052166144,1998,5465,None,en
753420520834629632,3240,7361,None,en
753398408988139520,1734,5365,None,en
753375668877008896,2139,7153,None,en
753298634498793472,5216,0,None,en
753294487569522689,961,3132,None,en
753039830821511168,19215,34639,None,en
753026973505581056,879,3661,None,en
752932432744185856,6302,11776,None,en
752917284578922496,1444,6515,None,en
752701944171524096,2622,0,None,en
752682090207055872,1463,5615,None,en
752660715232722944,1425,4085,None,en
752568224206688256,2090,5122,None,en
752519690950500352,3157,6872,None,en
752334515931054080,1010,3599,None,en
752309394570878976,14914,0,None,en
752173152931807232,1674,5555,None,en
751950017322246144,832,2854,None,en
751937170840121344,1202,4842,None,en
751830394383790080,1791,5448,None,en
751793661361422336,2622,5404,None,en
751598357617971201,2834,7423,None,en
751583847268179968,1006,4113,None,en
751538714308972544,1149,4730,None,en
751456908746354688,925,3016,None,en
751251247299190784,5398,11750,None,en
751205363882532864,1668,5914,None,en
751132876104687617,1188,4733,None,en
750868782890057730,1252,4473,None,en
750719632563142656,4594,12278,None,en
750506206503038976,1056,4145,None,en
750429297815552001,3924,12314,None,en
750383411068534784,1042,4272,None,en
750381685133418496,27,670,None,en
750147208377409536,877,2917,None,en
750132105863102464,1184,3378,None,en
750117059602808832,1213,4060,None,en
750101899009982464,777,2853,None,en
750086836815486976,493,2028,None,en
750071704093859840,3038,7262,None,en
750056684286914561,822,2961,None,en
750041628174217216,568,2971,None,en
750026558547456000,721,2536,None,en
750011400160841729,821,3018,None,en
749996283729883136,758,2838,None,en
749981277374128128,2279,4787,None,en
749774190421639168,1213,4359,None,en
749417653287129088,1518,5699,None,en
749403093750648834,493,2445,None,eu
749395845976588288,3158,7973,None,en
749317047558017024,2052,5107,None,en
749075273010798592,1890,5377,None,en
749064354620928000,1409,4508,None,en
749036806121881602,731,2885,None,en
748977405889503236,3138,10045,None,en
748932637671223296,2064,5416,None,en
748705597323898880,879,2588,None,en
748699167502000129,1460,4420,None,en
748692773788876800,1230,3962,None,en
748575535303884801,1814,5645,None,en
748568946752774144,611,2050,None,en
748346686624440324,1124,4865,None,en
748337862848962560,3742,7075,None,en
748324050481647620,695,3463,None,en
748307329658011649,656,3450,None,en
748220828303695873,7128,13163,None,en
747963614829678593,1961,5394,None,en
747933425676525569,2361,6182,None,en
747885874273214464,882,2728,None,en
747844099428986880,677,2633,None,en
747816857231626240,1061,4506,None,en
747651430853525504,144,1276,None,en
747648653817413632,5342,11992,None,en
747600769478692864,523,2171,None,en
747594051852075008,951,3428,None,en
747512671126323200,1478,5142,None,en
747461612269887489,950,3601,None,en
747439450712596480,1753,5046,None,en
747242308580548608,2638,0,None,en
747219827526344708,1444,4902,None,en
747204161125646336,833,3131,None,en
747103485104099331,3632,8907,None,en
746906459439529985,271,2726,None,en
746872823977771008,1953,5585,None,en
746818907684614144,1599,4956,None,en
746790600704425984,1467,4531,None,en
746757706116112384,3563,8863,None,en
746726898085036033,1642,5642,None,en
746542875601690625,1748,4700,None,en
746521445350707200,901,0,None,en
746507379341139972,991,4345,None,en
746369468511756288,1491,5774,None,en
746131877086527488,2006,6406,None,en
746056683365994496,743,3328,None,en
745789745784041472,966,3680,None,en
745712589599014916,2134,6516,None,en
745433870967832576,2314,6552,None,en
745422732645535745,2208,7953,None,en
745314880350101504,2486,6615,None,en
745074613265149952,3189,7290,None,en
745057283344719872,2057,6764,None,en
744995568523612160,569,2751,None,en
744971049620602880,2451,7314,None,en
744709971296780288,1442,5234,None,en
744334592493166593,1938,6345,None,en
744234799360020481,70784,144955,None,en
744223424764059648,327,1535,None,en
743980027717509120,1006,3905,None,en
743895849529389061,881,3410,None,en
743835915802583040,1875,0,None,en
743609206067040256,1270,4166,None,en
743595368194129920,5969,16999,None,en
743545585370791937,863,3286,None,en
743510151680958465,3422,7419,None,en
743253157753532416,1125,3937,None,en
743222593470234624,1745,5742,None,en
743210557239623680,1239,3558,None,en
742534281772302336,3286,6574,None,en
742528092657332225,1797,4114,None,en
742465774154047488,3611,6767,None,en
742423170473463808,3428,9117,None,en
742385895052087300,1780,6298,None,en
742161199639494656,1249,4014,None,en
742150209887731712,1402,4724,None,en
741793263812808706,1388,4220,None,en
741743634094141440,2506,7558,None,en
741438259667034112,749,3421,None,en
741303864243200000,2930,8145,None,en
741099773336379392,5032,9250,None,en
741067306818797568,2818,8875,None,en
740995100998766593,2478,5839,None,en
740711788199743490,865,3153,None,en
740699697422163968,710,2652,None,en
740676976021798912,6225,16864,None,en
740373189193256964,12150,32624,None,en
740365076218183684,389,2254,None,en
740359016048689152,798,3052,None,en
740214038584557568,1791,6195,None,en
739979191639244800,5390,18537,None,en
739932936087216128,988,3764,None,en
739844404073074688,791,3536,None,en
739623569819336705,1242,3504,None,en
739606147276148736,1496,5002,None,en
739544079319588864,19291,36521,None,en
739485634323156992,2645,6613,None,en
739238157791694849,52928,107306,None,en
738891149612572673,6,91,None,und
738885046782832640,1047,3506,None,en
738883359779196928,724,3054,None,en
738537504001953792,1401,4713,None,en
738402415918125056,744,3020,None,en
738184450748633089,1109,3985,None,en
738166403467907072,3043,8093,None,en
738156290900254721,587,2293,None,en
737826014890496000,1611,4843,None,en
737800304142471168,3179,9293,None,en
737678689543020544,1203,4641,None,en
737445876994609152,4072,9473,None,en
737322739594330112,737,3329,None,en
737310737551491075,6764,13558,None,en
736736130620620800,1545,3892,None,en
736392552031657984,6672,16375,None,en
736365877722001409,1118,3685,None,en
736225175608430592,2551,7505,None,en
736010884653420544,2711,7265,None,en
735991953473572864,1038,3304,None,en
735648611367784448,1017,3738,None,en
735635087207878657,2148,5680,None,en
735274964362878976,4555,12060,None,en
735256018284875776,804,3076,None,en
735137028879360001,886,2886,None,en
734912297295085568,472,2551,None,en
734787690684657664,5768,11589,None,en
734776360183431168,489,2328,None,en
734559631394082816,355,1378,None,en
733828123016450049,718,3312,None,en
733822306246479872,932,3393,None,en
733482008106668032,855,2884,None,en
733460102733135873,1142,3877,None,en
733109485275860992,15549,49420,None,en
732732193018155009,484,2234,None,en
732726085725589504,801,3299,None,en
732585889486888962,713,3368,None,en
732375214819057664,2288,7447,None,en
732005617171337216,4888,13720,None,en
731285275100512256,904,3226,None,en
731156023742988288,1145,3554,None,en
730924654643314689,1792,5659,None,en
730573383004487680,1919,4479,None,en
730427201120833536,942,3212,None,en
730211855403241472,960,3508,None,en
730196704625098752,1710,4451,None,en
729854734790754305,1018,3722,None,en
729838605770891264,339,1604,None,en
729823566028484608,1128,3664,None,en
729463711119904772,2100,5333,None,en
729113531270991872,288,1743,None,en
728986383096946689,742,2897,None,en
728760639972315136,1547,4304,None,en
728751179681943552,619,2553,None,en
728653952833728512,949,3068,None,en
728409960103686147,1827,4511,None,en
728387165835677696,880,3432,None,en
728046963732717569,1086,3952,None,en
728035342121635841,1516,4170,None,en
728015554473250816,993,3798,None,en
727685679342333952,577,2737,None,en
727644517743104000,1592,5403,None,en
727524757080539137,1089,4122,None,en
727314416056803329,673,3073,None,en
727286334147182592,748,2834,None,en
727175381690781696,1247,3604,None,en
727155742655025152,1201,3336,None,en
726935089318363137,2214,6325,None,en
726887082820554753,1372,3537,None,en
726828223124897792,920,3312,None,en
726224900189511680,1044,4091,None,en
725842289046749185,2424,6537,None,en
725786712245440512,1250,3856,None,en
725729321944506368,1611,4807,None,en
725458796924002305,557,1308,None,en
724983749226668032,1172,3452,None,en
724771698126512129,568,2163,None,en
724405726123311104,1517,4883,None,en
724049859469295616,1624,3988,None,en
724046343203856385,513,2458,None,en
724004602748780546,1395,3841,None,en
723912936180330496,1129,3599,None,en
723688335806480385,2650,7059,None,en
723673163800948736,816,2795,None,en
723179728551723008,1696,4876,None,en
722974582966214656,1443,3779,None,en
722613351520608256,1496,4596,None,en
721503162398597120,1649,4241,None,en
721001180231503872,552,2351,None,en
720785406564900865,700,2865,None,en
720775346191278080,572,2260,None,en
720415127506415616,1367,3808,None,en
720389942216527872,2270,5885,None,en
720340705894408192,882,2630,None,en
720059472081784833,1022,3566,None,en
720043174954147842,1822,4587,None,en
719991154352222208,1600,4495,None,en
719704490224398336,1302,4190,None,en
719551379208073216,1717,4659,None,en
719367763014393856,692,2606,None,en
719339463458033665,1122,4116,None,en
719332531645071360,861,3185,None,en
718971898235854848,986,3219,None,en
718939241951195136,1588,4814,None,en
718631497683582976,7258,17408,None,en
718613305783398402,430,2265,None,en
718540630683709445,927,2245,None,en
718460005985447936,480,2513,None,en
718454725339934721,1384,4518,None,en
718246886998687744,448,1766,None,en
718234618122661888,915,3576,None,en
717841801130979328,545,2281,None,en
717790033953034240,991,2638,None,en
717537687239008257,1667,5335,None,en
717428917016076293,408,1481,None,en
717421804990701568,761,2900,None,en
717047459982213120,1746,5820,None,en
717009362452090881,873,2988,None,en
716802964044845056,1051,3976,None,en
716791146589110272,1459,7757,None,en
716730379797970944,397,1138,None,en
716447146686459905,5330,12048,None,en
716439118184652801,191,2203,None,en
716285507865542656,969,2566,None,en
716080869887381504,1713,6268,None,en
715928423106027520,796,2941,None,en
715758151270801409,1293,3427,None,en
715733265223708672,1536,4301,None,en
715704790270025728,515,2569,None,en
715696743237730304,1171,3622,None,en
715680795826982913,1449,3983,None,en
715360349751484417,1415,5052,None,en
715342466308784130,627,2800,None,en
715220193576927233,591,2224,None,en
715200624753819648,1691,4765,None,en
715009755312439296,1107,3830,None,en
714982300363173890,937,3439,None,en
714962719905021952,3848,6768,None,en
714957620017307648,1284,3825,None,en
714631576617938945,901,3021,None,en
714606013974974464,834,3357,None,en
714485234495041536,1013,2463,None,en
714258258790387713,672,2830,None,en
714251586676113411,764,3035,None,en
714214115368108032,802,2121,None,en
714141408463036416,1285,4015,None,en
713919462244790272,724,3053,None,en
713909862279876608,486,1755,None,en
713900603437621249,665,2629,None,en
713761197720473600,1244,4477,None,en
713411074226274305,1190,4104,None,en
713177543487135744,2601,6669,None,en
713175907180089344,1337,4099,None,en
712809025985978368,6104,17593,None,en
712717840512598017,4522,11354,None,en
712668654853337088,1103,3838,None,en
712438159032893441,1423,4919,None,en
712309440758808576,24,222,None,en
712097430750289920,940,3477,None,en
712092745624633345,814,2718,None,en
712085617388212225,438,3025,None,en
712065007010385924,570,2080,None,en
711998809858043904,122,0,None,en
711968124745228288,2098,7433,None,en
711743778164514816,912,2627,None,en
711732680602345472,3705,8115,None,en
711694788429553666,16674,30349,None,en
711652651650457602,823,3562,None,en
711363825979756544,1020,3336,None,en
711306686208872448,681,3060,None,en
711008018775851008,560,2750,None,en
710997087345876993,1268,4225,None,en
710844581445812225,614,2358,None,en
710833117892898816,477,2474,None,en
710658690886586372,515,2144,None,en
710609963652087808,2164,4446,None,en
710588934686908417,1702,4187,None,en
710296729921429505,672,2209,None,en
710283270106132480,482,2003,None,en
710272297844797440,1146,4157,None,en
710269109699739648,1019,2205,None,en
710153181850935296,814,2692,None,en
710140971284037632,807,2526,None,en
710117014656950272,1785,5043,None,en
709918798883774466,996,3238,None,en
709901256215666688,92,610,None,en
709852847387627521,1092,3245,None,en
709566166965075968,1078,3260,None,en
709556954897764353,976,3029,None,en
709519240576036864,219,1389,None,en
709449600415961088,520,2030,None,en
709409458133323776,617,2432,None,en
709225125749587968,523,2217,None,en
709207347839836162,5200,11454,None,en
709198395643068416,591,2274,None,en
709179584944730112,611,1859,None,en
709158332880297985,367,1883,None,en
709042156699303936,1483,4350,None,en
708853462201716736,595,1672,None,en
708845821941387268,806,2747,None,en
708834316713893888,452,1556,None,en
708810915978854401,6275,15268,None,en
708738143638450176,744,2550,None,en
708711088997666817,641,2345,None,en
708479650088034305,619,2348,None,en
708469915515297792,733,2861,None,en
708400866336894977,9100,14708,None,en
708356463048204288,1201,3310,None,en
708349470027751425,678,2194,None,en
708149363256774660,1415,3997,None,en
708130923141795840,786,3106,None,en
708119489313951744,899,2489,None,en
708109389455101952,502,1807,None,en
708026248782585858,1755,4077,None,en
707995814724026368,1018,2882,None,en
707983188426153984,2,45,None,en
707969809498152960,870,2494,None,en
707776935007539200,875,3016,None,en
707741517457260545,558,2295,None,en
707738799544082433,2211,3746,None,en
707693576495472641,920,3133,None,en
707629649552134146,788,2361,None,en
707610948723478529,5744,15638,None,en
707420581654872064,636,2077,None,en
707411934438625280,546,2120,None,en
707387676719185920,1151,3227,None,en
707377100785885184,979,3020,None,en
707315916783140866,580,2289,None,en
707297311098011648,713,2589,None,en
707059547140169728,619,2407,None,en
707038192327901184,720,2021,None,en
707021089608753152,1227,3743,None,en
707014260413456384,546,2122,None,en
706904523814649856,7134,13478,None,en
706901761596989440,528,1892,None,en
706681918348251136,896,3031,None,en
706644897839910912,990,2356,None,en
706593038911545345,582,1992,None,en
706538006853918722,1299,3203,None,en
706516534877929472,932,2881,None,en
706346369204748288,844,3184,None,en
706310011488698368,7159,19589,None,en
706291001778950144,439,1572,None,en
706265994973601792,852,2527,None,en
706169069255446529,2007,3599,None,en
706166467411222528,1459,4746,None,en
706153300320784384,346,1365,None,en
705975130514706432,666,2870,None,en
705970349788291072,800,2935,None,en
705898680587526145,497,2195,None,en
705786532653883392,469,1799,None,en
705591895322394625,1036,2921,None,en
705475953783398401,833,2753,None,en
705442520700944385,1465,4079,None,en
705428427625635840,1526,3525,None,en
705239209544720384,679,2779,None,en
705223444686888960,716,2383,None,en
705102439679201280,476,1967,None,en
705066031337840642,556,2020,None,en
704871453724954624,1019,3970,None,en
704859558691414016,477,2076,None,en
704847917308362754,1371,4714,None,en
704819833553219584,900,2456,None,en
704761120771465216,2638,6153,None,en
704499785726889984,908,2668,None,en
704491224099647488,71,690,None,es
704480331685040129,983,3156,None,en
704364645503647744,3238,7363,None,en
704347321748819968,314,1449,None,en
704134088924532736,413,1390,None,en
704113298707505153,521,1719,None,en
704054845121142784,845,2700,None,en
703774238772166656,405,1712,None,en
703769065844768768,1025,3023,None,en
703631701117943808,602,2370,None,en
703611486317502464,1386,3553,None,en
703425003149250560,1225,3510,None,en
703407252292673536,624,2261,None,en
703382836347330562,1035,3231,None,en
703356393781329922,347,1772,None,en
703268521220972544,495,1829,None,en
703079050210877440,2811,6834,None,en
703041949650034688,11350,24375,None,en
702932127499816960,655,2376,None,en
702899151802126337,413,1485,None,en
702684942141153280,966,2992,None,en
702671118226825216,509,2024,None,en
702598099714314240,3146,11359,None,en
702539513671897089,875,2655,None,en
702332542343577600,1388,2942,None,en
702321140488925184,956,3035,None,en
702276748847800320,696,2287,None,en
702217446468493312,1229,4403,None,en
701981390485725185,894,3169,None,en
701952816642965504,933,3551,None,en
701889187134500865,1259,3257,None,en
701805642395348998,1512,3130,None,en
701601587219795968,416,1932,None,en
701570477911896070,841,2585,None,en
701545186879471618,552,2458,None,en
701214700881756160,4645,11302,None,en
700890391244103680,511,2047,None,en
700864154249383937,561,2405,None,en
700847567345688576,453,2283,None,en
700796979434098688,864,2263,None,en
700747788515020802,8474,21064,None,en
700518061187723268,723,2401,None,en
700505138482569216,524,2114,None,en
700462010979500032,1628,3791,None,en
700167517596164096,657,2439,None,en
700151421916807169,611,2061,None,en
700143752053182464,2444,6945,None,en
700062718104104960,615,2454,None,en
700029284593901568,532,1920,None,en
700002074055016451,1206,3038,None,en
699801817392291840,852,2780,None,en
699788877217865730,470,2066,None,en
699779630832685056,1112,2513,None,en
699775878809702401,541,1812,None,en
699691744225525762,4169,9492,None,en
699446877801091073,2402,5527,None,en
699434518667751424,468,2036,None,en
699423671849451520,290,1252,None,en
699413908797464576,573,1933,None,en
699323444782047232,784,2912,None,en
699088579889332224,568,2090,None,en
699079609774645248,576,2261,None,en
699072405256409088,1081,2724,None,en
699060279947165696,1627,3439,None,en
699036661657767936,1094,2412,None,en
698989035503689728,879,3089,None,en
698953797952008193,832,2492,None,en
698907974262222848,556,2345,None,en
698710712454139905,621,2278,None,en
698703483621523456,337,1331,None,en
698635131305795584,315,1198,None,en
698549713696649216,561,2150,None,en
698355670425473025,397,1707,None,en
698342080612007937,873,2082,None,en
698262614669991936,1801,4418,None,en
698195409219559425,5465,15553,None,en
698178924120031232,678,2597,None,en
697995514407682048,307,1416,None,en
697990423684476929,1175,3024,None,en
697943111201378304,618,2209,None,en
697881462549430272,1059,2790,None,en
697630435728322560,498,1604,None,en
697616773278015490,926,2901,None,en
697596423848730625,1137,2792,None,en
697575480820686848,455,1895,None,en
697516214579523584,997,1882,None,en
697482927769255936,604,2245,None,en
697463031882764288,1276,3178,None,en
697270446429966336,1721,4355,None,en
697259378236399616,909,3048,None,en
697255105972801536,1059,2853,None,en
697242256848379904,618,2334,None,en
696900204696625153,941,2928,None,en
696894894812565505,621,2177,None,en
696886256886657024,1632,4459,None,en
696877980375769088,643,2267,None,en
696754882863349760,329,1375,None,en
696744641916489729,838,1898,None,en
696713835009417216,588,2183,None,en
696518437233913856,1574,3647,None,en
696490539101908992,127,1137,None,en
696488710901260288,930,2320,None,en
696405997980676096,1056,2935,None,en
696100768806522880,588,1781,None,en
695816827381944320,1057,2771,None,en
695794761660297217,709,2922,None,en
695767669421768709,666,1712,None,en
695629776980148225,1900,4214,None,en
695446424020918272,1658,4105,None,en
695409464418041856,3261,8018,None,en
695314793360662529,1306,3348,None,en
695095422348574720,552,2466,None,en
695074328191332352,998,2623,None,en
695064344191721472,530,1482,None,en
695051054296211456,718,2443,None,en
694925794720792577,824,2505,None,en
694905863685980160,841,2543,None,en
694669722378485760,13119,33110,None,en
694356675654983680,251,1391,None,en
694352839993344000,545,1885,None,en
694342028726001664,432,1466,None,en
694329668942569472,451,1829,None,en
694206574471057408,1860,3828,None,en
694183373896572928,844,2718,None,en
694001791655137281,926,3149,None,en
693993230313091072,360,1741,None,en
693942351086120961,331,1628,None,en
693647888581312512,523,2484,None,en
693644216740769793,115,1267,None,en
693642232151285760,379,2363,None,en
693629975228977152,723,2266,None,en
693622659251335168,339,1421,None,en
693590843962331137,1786,4668,None,en
693582294167244802,223,1524,None,en
693486665285931008,572,1632,None,en
693280720173801472,1126,3097,None,en
693267061318012928,735,2205,None,en
693262851218264065,452,2053,None,en
693231807727280129,673,2664,None,en
693155686491000832,2907,7276,None,en
693109034023534592,552,1569,None,en
693095443459342336,406,1708,None,en
692919143163629568,700,2509,None,en
692905862751522816,791,2245,None,en
692901601640583168,540,1622,None,en
692894228850999298,720,2089,None,en
692828166163931137,799,2663,None,en
692752401762250755,3313,6298,None,en
692568918515392513,1397,4041,None,en
692535307825213440,1238,2912,None,en
692530551048294401,370,1709,None,en
692423280028966913,198,1369,None,en
692417313023332352,3146,8678,None,en
692187005137076224,750,2342,None,en
692158366030913536,722,1978,None,en
692142790915014657,355,1515,None,en
692041934689402880,1134,3131,None,en
692017291282812928,873,2679,None,en
691820333922455552,1499,3659,None,en
691793053716221953,3840,7507,None,en
691756958957883396,889,2609,None,en
691675652215414786,461,1801,None,en
691483041324204033,502,2208,None,en
691459709405118465,1028,3743,None,en
691444869282295808,755,2442,None,en
691416866452082688,6933,17899,None,en
691321916024623104,602,2392,None,en
691096613310316544,797,2768,None,en
691090071332753408,307,1606,None,en
690989312272396288,2621,5457,None,en
690959652130045952,1120,3326,None,en
690938899477221376,1757,3781,None,en
690932576555528194,911,3031,None,en
690735892932222976,1158,3510,None,en
690728923253055490,469,2009,None,en
690690673629138944,751,2158,None,en
690649993829576704,250,1202,None,en
690607260360429569,14,279,None,und
690597161306841088,549,1789,None,en
690400367696297985,406,1747,None,en
690374419777196032,764,2980,None,en
690360449368465409,797,2455,None,en
690348396616552449,466,1374,None,en
690248561355657216,370,1544,None,en
690021994562220032,925,2587,None,en
690015576308211712,664,2312,None,en
690005060500217858,1540,3393,None,en
689999384604450816,329,1309,None,en
689993469801164801,409,1350,None,en
689977555533848577,410,1273,None,en
689905486972461056,624,2263,None,en
689877686181715968,1046,2808,None,en
689835978131935233,689,2024,None,en
689661964914655233,852,3004,None,en
689659372465688576,3490,9548,None,en
689623661272240129,581,2047,None,en
689599056876867584,5033,10797,None,en
689557536375177216,406,1905,None,en
689517482558820352,1301,3139,None,en
689289219123089408,852,2075,None,en
689283819090870273,1005,3025,None,en
689280876073582592,642,1831,None,en
689275259254616065,225,1057,None,en
689255633275777024,978,2360,None,en
689154315265683456,900,2864,None,en
689143371370250240,458,1870,None,en
688916208532455424,774,2502,None,en
688908934925697024,708,1945,None,en
688898160958271489,711,1931,None,en
688894073864884227,622,2063,None,en
688828561667567616,326,1282,None,en
688804835492233216,170,890,None,en
688789766343622656,605,2062,None,en
688547210804498433,627,2407,None,en
688519176466644993,661,2156,None,en
688385280030670848,4091,8576,None,en
688211956440801280,761,2084,None,en
